"P0" "P1" "P2" "P3" "P4"
1 -0.335514622717725 -0.331144906913874 0.408849679325324 0.00830234984798231
1 -0.325416060752949 -0.34115658110605 0.401973758374423 0.026952181121078
1 -0.315317498788173 -0.350862312436956 0.394600043819874 0.0454042113594917
1 -0.305218936823396 -0.360262100906593 0.386743983576387 0.0636237975723927
1 -0.29512037485862 -0.369355946514961 0.378421025558673 0.0815773887810176
1 -0.285021812893844 -0.37814384926206 0.369646617681444 0.09923252601867
1 -0.274923250929068 -0.386625809147889 0.36043620785941 0.116557842330722
1 -0.264824688964291 -0.394801826172449 0.350805244007283 0.133523062774613
1 -0.254726126999515 -0.40267190033574 0.340769174039773 0.150099004419849
1 -0.244627565034739 -0.410236031637762 0.330343445871593 0.166257576348004
1 -0.234529003069963 -0.417494220078514 0.319543507417451 0.181971779652721
1 -0.224430441105187 -0.424446465657997 0.308384806592061 0.197215707439709
1 -0.21433187914041 -0.431092768376211 0.296882791310132 0.211964544826744
1 -0.204233317175634 -0.437433128233155 0.285052909486376 0.226194568943672
1 -0.194134755210858 -0.44346754522883 0.272910609035504 0.239883148932404
1 -0.184036193246082 -0.449196019363236 0.260471337872227 0.25300874594692
1 -0.173937631281306 -0.454618550636373 0.247750543911255 0.265550913153267
1 -0.163839069316529 -0.45973513904824 0.234763675067301 0.277490295729559
1 -0.153740507351753 -0.464545784598838 0.221526179255075 0.28880863086598
1 -0.143641945386977 -0.469050487288167 0.208053504389288 0.299488747764779
1 -0.133543383422201 -0.473249247116227 0.194361098384651 0.309514567640272
1 -0.123444821457425 -0.477142064083017 0.180464409155875 0.318871103718846
1 -0.113346259492648 -0.480728938188538 0.166378884617671 0.327544461238953
1 -0.103247697527872 -0.48400986943279 0.152119972684751 0.335521837451111
1 -0.0931491355630959 -0.486984857815772 0.137703121271824 0.34279152161791
1 -0.0830505735983197 -0.489653903337485 0.123143778293604 0.349342895014005
1 -0.0729520116335434 -0.492017005997929 0.108457391664799 0.355166430926117
1 -0.0628534496687673 -0.494074165797104 0.0936594093001222 0.360253694653037
1 -0.0527548877039909 -0.495825382735009 0.0787652791142835 0.364597343505624
1 -0.0426563257392147 -0.497270656811645 0.0637904490219945 0.368191126806801
1 -0.0325577637744386 -0.498409988027012 0.0487503669379662 0.371029885891563
1 -0.0224592018096624 -0.499243376381109 0.0336604807769093 0.373109554106969
1 -0.0123606398448861 -0.499770821873938 0.0185362384535349 0.374427156812148
1 -0.00226207788010979 -0.499992324505496 0.00339308788255413 0.374980811378295
1 0.00783648408466631 -0.499907884275786 -0.0117535230213215 0.374769727188673
1 0.0179350460494425 -0.499517501184807 -0.0268881463433816 0.373794205638613
1 0.0280336080142187 -0.498821175232558 -0.0419953341689149 0.372055640135513
1 0.0381321699789949 -0.49781890641904 -0.0570596385832103 0.369556516098838
1 0.0482307319437711 -0.496510694744252 -0.0720656116715568 0.366300410960123
1 0.0583292939085474 -0.494896540208195 -0.0869978055192433 0.362291994162968
1 0.0684278558733236 -0.492976442810869 -0.101840772211559 0.357537027163041
1 0.0785264178380998 -0.490750402552274 -0.116579063833792 0.352042363428079
1 0.0886249798028762 -0.48821841943241 -0.131197232471233 0.345815948437884
1 0.0987235417676522 -0.485380493451276 -0.145679830209169 0.338866819684328
1 0.108822103732428 -0.482236624608873 -0.16001140913289 0.33120510667135
1 0.118920665697205 -0.4787868129052 -0.174176521327686 0.322842030914955
1 0.129019227661981 -0.475031058340259 -0.188159718878843 0.313789905943218
1 0.139117789626757 -0.470969360914048 -0.201945553871653 0.304062137296279
1 0.149216351591533 -0.466601720626568 -0.215518578391403 0.293673222526348
1 0.159314913556309 -0.461928137477818 -0.228863344523382 0.2826387511977
1 0.169413475521086 -0.4569486114678 -0.241964404352881 0.270975404886681
1 0.179512037485862 -0.451663142596512 -0.254806309965187 0.2587009571817
1 0.189610599450638 -0.446071730863955 -0.267373613445589 0.245834273683239
1 0.199709161415414 -0.440174376270128 -0.279650866879377 0.232395312003842
1 0.209807723380191 -0.433971078815032 -0.291622622351839 0.218405121768123
1 0.219906285344967 -0.427461838498667 -0.303273431948264 0.203885844612766
1 0.230004847309743 -0.420646655321033 -0.314587847753942 0.188860714186519
1 0.240103409274519 -0.413525529282129 -0.325550421854162 0.173354056150198
1 0.250201971239295 -0.406098460381956 -0.336145706334211 0.157391288176689
1 0.260300533204072 -0.398365448620514 -0.34635825327938 0.140998919950942
1 0.270399095168848 -0.390326493997802 -0.356172614774956 0.124204553169978
1 0.280497657133624 -0.381981596513822 -0.36557334290623 0.107036881542884
1 0.2905962190984 -0.373330756168572 -0.37454498975849 0.0895256907908129
1 0.300694781063177 -0.364373972962052 -0.383072107417025 0.0717018586469885
1 0.310793343027953 -0.355111246894264 -0.391139247967123 0.0535973548567003
1 0.320891904992729 -0.345542577965206 -0.398730963494075 0.0352452411773044
1 0.330990466957505 -0.335667966174879 -0.405831806083169 0.0166796713782266
1 0.341089028922281 -0.325487411523283 -0.412426327819693 -0.00206410875904106
1 0.351187590887058 -0.315000914010417 -0.418499080788938 -0.0209497614409387
1 0.361286152851834 -0.304208473636282 -0.424034617076191 -0.039939856861839
1 0.37138471481661 -0.293110090400878 -0.429017488766741 -0.058995873204047
1 0.381483276781386 -0.281705764304204 -0.433432247945879 -0.0780781966377999
1 0.391581838746162 -0.269995495346262 -0.437263446698892 -0.0971461213212679
1 0.401680400710939 -0.25797928352705 -0.440495637111069 -0.116157849400553
1 0.411778962675715 -0.245657128846568 -0.443113371267701 -0.135070491009691
1 0.421748810765957 -0.233191910926251 -0.445079892366284 -0.153601918582622
1 0.431718658856199 -0.220428499393107 -0.446417599456927 -0.171950538278029
1 0.441688506946441 -0.207366894247135 -0.447111627814524 -0.190071947138281
1 0.451658355036684 -0.194007095488336 -0.447147112713967 -0.207920704812385
1 0.461628203126926 -0.180349103116709 -0.446509189430149 -0.225450333555993
1 0.471598051217168 -0.166392917132255 -0.445182993237963 -0.242613318231395
1 0.48156789930741 -0.152138537534973 -0.443153659412304 -0.259361106307526
1 0.491537747397652 -0.137585964324863 -0.440406323228063 -0.27564410785996
1 0.501507595487894 -0.122735197501926 -0.436926119960134 -0.291411695570914
1 0.511477443578136 -0.107586237066162 -0.43269818488341 -0.306612204729245
1 0.521447291668378 -0.0921390830175701 -0.427707653272785 -0.321192933230453
1 0.53141713975862 -0.0763937353561506 -0.421939660403151 -0.335100141576678
1 0.541386987848863 -0.0603501940819032 -0.415379341549401 -0.348279052876703
1 0.551356835939105 -0.044008459194829 -0.40801183198643 -0.36067385284595
1 0.561326684029347 -0.027368530694927 -0.399822266989129 -0.372227689806487
1 0.571296532119589 -0.0104304085821973 -0.390795781832392 -0.382882674687018
1 0.581266380209831 0.00680590714335971 -0.380917511791112 -0.392579881022892
1 0.591236228300073 0.024340416481744 -0.370172592140183 -0.401259344956099
1 0.601206076390315 0.0421731194329561 -0.358546158154497 -0.408860065235269
1 0.611175924480557 0.0603040159969958 -0.346023345108948 -0.415320003215675
1 0.6211457725708 0.0787331061738633 -0.332589288278428 -0.420576082859231
1 0.631115620661042 0.0974603899635575 -0.318229122937831 -0.424564190734493
1 0.641085468751284 0.11648586736608 -0.302927984362051 -0.427219176016657
1 0.651055316841526 0.135809538381429 -0.286671007825979 -0.428474850487561
1 0.661025164931768 0.155431403009606 -0.26944332860451 -0.428263988535686
1 0.67099501302201 0.175351461250611 -0.251230081972536 -0.426518327156153
1 0.680964861112252 0.195569713104443 -0.232016403204951 -0.423168565950724
1 0.690934709202494 0.216086158571103 -0.211787427576648 -0.418144367127804
1 0.700904557292736 0.23690079765059 -0.190528290362519 -0.411374355502439
1 0.710874405382979 0.258013630342905 -0.168224126837459 -0.402786118496315
1 0.720844253473221 0.279424656648047 -0.144860072276359 -0.392306206137761
1 0.730814101563463 0.301133876566017 -0.120421261954115 -0.379860131061748
1 0.740783949653705 0.323141290096814 -0.0948928311456175 -0.365372368509888
1 0.750753797743947 0.345446897240439 -0.0682599151257606 -0.348766356330432
1 0.760723645834189 0.368050697996891 -0.0405076491694378 -0.329964494978275
1 0.770693493924431 0.390952692366171 -0.0116211685515415 -0.308888147514955
1 0.780663342014673 0.414152880348278 0.0184143914530346 -0.285457639608647
1 0.790633190104916 0.437651261943213 0.0496138955693975 -0.259592259534171
1 0.800603038195158 0.461447837150975 0.0819922085226538 -0.231210258172988
1 0.8105728862854 0.485542605971566 0.115564195037911 -0.2002288490132
1 0.820542734375642 0.509935568404982 0.150344719840275 -0.166564208149549
1 0.830512582465884 0.534626724451227 0.186348647654853 -0.130131474283421
1 0.840482430556126 0.5596160741103 0.223590843206752 -0.0908447487228411
1 0.850452278646368 0.5849036173822 0.26208617122108 -0.0486170953824775
1 0.86042212673661 0.610489354266927 0.301849496422942 -0.0033605407836404
1 0.870391974826852 0.636373284764482 0.342895683537445 0.0450139259457196
1 0.880361822917095 0.662555408874865 0.385239597289699 0.0965963530710128
1 0.890331671007337 0.689035726598074 0.428896102404805 0.151477826251001
1 0.900301519097579 0.715814237934112 0.473880063607875 0.209750468537814
1 0.910271367187821 0.742890942882977 0.520206345624014 0.271507440376932
1 0.920241215278063 0.77026584144467 0.567889813178329 0.336842939607199
1 0.930211063368305 0.79793893361919 0.616945330995926 0.405852201460813
1 0.940180911458547 0.825910219406537 0.667387763801913 0.478631498563335
1 0.950150759548789 0.854179698806712 0.719231976321397 0.555278140933682
1 0.960120607639032 0.882747371819715 0.772492833279484 0.63589047598413
1 0.970090455729274 0.911613238445544 0.82718519940128 0.720567888520312
1 0.980060303819516 0.940777298684202 0.883323939411894 0.809410800741224
1 0.990030151909758 0.970239552535687 0.940923918036432 0.902520672239217
1 1 1 1 1
